API Typ,tadir_object,tadir_obj_name,object_type,object_key,software_component,application_component,state,successor_classification,successor_concept_name,successor_tadir_object,successor_tadir_obj_name,successor_object_type,successor_object_name,api_catalog
TIER1,CLAS,CL_XCO_CP_DOMA_ORIGIN_FACTORY,CLAS,CL_XCO_CP_DOMA_ORIGIN_FACTORY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_DOMA_TEXT_ATTR_F,CLAS,CL_XCO_CP_DOMA_TEXT_ATTR_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_DRTY_ORIGIN_FACTORY,CLAS,CL_XCO_CP_DRTY_ORIGIN_FACTORY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_DRTY_VERSION_F,CLAS,CL_XCO_CP_DRTY_VERSION_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_DTEL_ORIGIN_FACTORY,CLAS,CL_XCO_CP_DTEL_ORIGIN_FACTORY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_DTEL_TEXT_ATTR_F,CLAS,CL_XCO_CP_DTEL_TEXT_ATTR_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_EB_ORIGIN_FACTORY,CLAS,CL_XCO_CP_EB_ORIGIN_FACTORY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_EB_VERSION_F,CLAS,CL_XCO_CP_EB_VERSION_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_FG_ORIGIN_FACTORY,CLAS,CL_XCO_CP_FG_ORIGIN_FACTORY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_FM_ORIGIN_FACTORY,CLAS,CL_XCO_CP_FM_ORIGIN_FACTORY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_FM_PARAMETER_KIND_F,CLAS,CL_XCO_CP_FM_PARAMETER_KIND_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_FM_PROCESSING_TYPE_F,CLAS,CL_XCO_CP_FM_PROCESSING_TYPE_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_FM_RFC_INTF_CNTRCT_F,CLAS,CL_XCO_CP_FM_RFC_INTF_CNTRCT_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_FM_RFC_SCOPE_F,CLAS,CL_XCO_CP_FM_RFC_SCOPE_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_FM_STATE_F,CLAS,CL_XCO_CP_FM_STATE_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_FM_UPDATE_TASK_KND_F,CLAS,CL_XCO_CP_FM_UPDATE_TASK_KND_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_GEN_AO_TYPE_INCL_FCY,CLAS,CL_XCO_CP_GEN_AO_TYPE_INCL_FCY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_GEN_DDLS_TEMPLATE_FC,CLAS,CL_XCO_CP_GEN_DDLS_TEMPLATE_FC,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_GEN_DDLX_TEMPLATE_FC,CLAS,CL_XCO_CP_GEN_DDLX_TEMPLATE_FC,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_GEN_DOMA_TEMPLATE,CLAS,CL_XCO_CP_GEN_DOMA_TEMPLATE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_GEN_DTEL_TEMPLATE,CLAS,CL_XCO_CP_GEN_DTEL_TEMPLATE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_GEN_D_O_PUT_OPTION,CLAS,CL_XCO_CP_GEN_D_O_PUT_OPTION,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_GEN_O_PUT_O_SKP_ACTN,CLAS,CL_XCO_CP_GEN_O_PUT_O_SKP_ACTN,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_GEN_TABL_DBT_TMPLT,CLAS,CL_XCO_CP_GEN_TABL_DBT_TMPLT,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_GEN_TABL_STR_TMPLT,CLAS,CL_XCO_CP_GEN_TABL_STR_TMPLT,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_GEN_TTYP_TEMPLATE,CLAS,CL_XCO_CP_GEN_TTYP_TEMPLATE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_IAM_BC_TXT_ATTR_F,CLAS,CL_XCO_CP_IAM_BC_TXT_ATTR_F,SAP_CLOUD,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_LES_ORIGIN_FACTORY,CLAS,CL_XCO_CP_LES_ORIGIN_FACTORY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_LES_VERSION_F,CLAS,CL_XCO_CP_LES_VERSION_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_MC_TEXT_ATTR_F,CLAS,CL_XCO_CP_MC_TEXT_ATTR_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_MESSAGE_TYPE_F,CLAS,CL_XCO_CP_MESSAGE_TYPE_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_ME_ENT_TEXT_ATTR_F,CLAS,CL_XCO_CP_ME_ENT_TEXT_ATTR_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_ME_FLD_TEXT_ATTR_F,CLAS,CL_XCO_CP_ME_FLD_TEXT_ATTR_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_ME_LAYER_F,CLAS,CL_XCO_CP_ME_LAYER_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_ME_PRM_TEXT_ATTR_F,CLAS,CL_XCO_CP_ME_PRM_TEXT_ATTR_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_ME_TEXT_ATTR_F,CLAS,CL_XCO_CP_ME_TEXT_ATTR_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_NONT_ORIGIN_FACTORY,CLAS,CL_XCO_CP_NONT_ORIGIN_FACTORY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_NONT_VERSION_F,CLAS,CL_XCO_CP_NONT_VERSION_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_RONT_ORIGIN_FACTORY,CLAS,CL_XCO_CP_RONT_ORIGIN_FACTORY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_RONT_TYPE_CATEGORY_F,CLAS,CL_XCO_CP_RONT_TYPE_CATEGORY_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_RONT_VERSION_F,CLAS,CL_XCO_CP_RONT_VERSION_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_SRVB_BINDING_TYPE_F,CLAS,CL_XCO_CP_SRVB_BINDING_TYPE_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_SRVB_ORIGIN_FACTORY,CLAS,CL_XCO_CP_SRVB_ORIGIN_FACTORY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_SRVB_VERSION_F,CLAS,CL_XCO_CP_SRVB_VERSION_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_SRVC_CONSUMPN_TYPE_F,CLAS,CL_XCO_CP_SRVC_CONSUMPN_TYPE_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_SRVC_ORIGIN_FACTORY,CLAS,CL_XCO_CP_SRVC_ORIGIN_FACTORY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_SRVC_VERSION_F,CLAS,CL_XCO_CP_SRVC_VERSION_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_SRVD_ORIGIN_FACTORY,CLAS,CL_XCO_CP_SRVD_ORIGIN_FACTORY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_SRVD_PRVDR_CNTRCT_F,CLAS,CL_XCO_CP_SRVD_PRVDR_CNTRCT_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_SRVD_VERSION_F,CLAS,CL_XCO_CP_SRVD_VERSION_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_TAB_FIELD_PROPERTY_F,CLAS,CL_XCO_CP_TAB_FIELD_PROPERTY_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_TAB_ORIGIN_FACTORY,CLAS,CL_XCO_CP_TAB_ORIGIN_FACTORY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_TEN_URL_TYPE_F,CLAS,CL_XCO_CP_TEN_URL_TYPE_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_TF_CONTENT_ORIGIN_F,CLAS,CL_XCO_CP_TF_CONTENT_ORIGIN_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_TF_STATE_F,CLAS,CL_XCO_CP_TF_STATE_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_TM_FMT_ABAP,CLAS,CL_XCO_CP_TM_FMT_ABAP,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_TM_FMT_ISO_8601_BSC,CLAS,CL_XCO_CP_TM_FMT_ISO_8601_BSC,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_TM_FMT_ISO_8601_EXT,CLAS,CL_XCO_CP_TM_FMT_ISO_8601_EXT,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_TP_TEXT_ATTR_F,CLAS,CL_XCO_CP_TP_TEXT_ATTR_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_TR_RELEASE_OPTION_FC,CLAS,CL_XCO_CP_TR_RELEASE_OPTION_FC,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_TR_RESOLUTION_FCTRY,CLAS,CL_XCO_CP_TR_RESOLUTION_FCTRY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_XLSX_COLOR_FACTORY,CLAS,CL_XCO_CP_XLSX_COLOR_FACTORY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_XLSX_COORDINATE_FCT,CLAS,CL_XCO_CP_XLSX_COORDINATE_FCT,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_XLSX_DAT_VAL_TYPE_F,CLAS,CL_XCO_CP_XLSX_DAT_VAL_TYPE_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_XLSX_RA_VT_FACTORY,CLAS,CL_XCO_CP_XLSX_RA_VT_FACTORY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_XLSX_STYLE_FACTORY,CLAS,CL_XCO_CP_XLSX_STYLE_FACTORY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CP_XLSX_WA_VT_FACTORY,CLAS,CL_XCO_CP_XLSX_WA_VT_FACTORY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CS_FORMAT,CLAS,CL_XCO_CS_FORMAT,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CS_LINE_NUMBER_FLAVOR,CLAS,CL_XCO_CS_LINE_NUMBER_FLAVOR,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CS_LINE_PATTERN,CLAS,CL_XCO_CS_LINE_PATTERN,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CTS_CHANGE,CLAS,CL_XCO_CTS_CHANGE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CTS_CHANGE_CONTEXT,CLAS,CL_XCO_CTS_CHANGE_CONTEXT,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CTS_PROGRAM_ID,CLAS,CL_XCO_CTS_PROGRAM_ID,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_CTS_PROGRAM_ID_F,CLAS,CL_XCO_CTS_PROGRAM_ID_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DATE_CALCULATION_FCTRY,CLAS,CL_XCO_DATE_CALCULATION_FCTRY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DBT_BUFFERING,CLAS,CL_XCO_DBT_BUFFERING,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DBT_BUFFERING_F,CLAS,CL_XCO_DBT_BUFFERING_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DBT_BUFFERING_TYPE,CLAS,CL_XCO_DBT_BUFFERING_TYPE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DBT_BUFFERING_TYPE_F,CLAS,CL_XCO_DBT_BUFFERING_TYPE_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DBT_DATA_CLASS,CLAS,CL_XCO_DBT_DATA_CLASS,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DBT_DATA_CLASS_F,CLAS,CL_XCO_DBT_DATA_CLASS_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DBT_DATA_MAINTENANCE,CLAS,CL_XCO_DBT_DATA_MAINTENANCE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DBT_DATA_MAINTENANCE_F,CLAS,CL_XCO_DBT_DATA_MAINTENANCE_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DBT_DELIVERY_CLASS,CLAS,CL_XCO_DBT_DELIVERY_CLASS,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DBT_DELIVERY_CLASS_F,CLAS,CL_XCO_DBT_DELIVERY_CLASS_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DBT_INDX_NU,CLAS,CL_XCO_DBT_INDX_NU,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DBT_INDX_NU_F,CLAS,CL_XCO_DBT_INDX_NU_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DBT_LOAD_UNIT,CLAS,CL_XCO_DBT_LOAD_UNIT,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DBT_ORIGIN,CLAS,CL_XCO_DBT_ORIGIN,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DBT_O_LOCAL,CLAS,CL_XCO_DBT_O_LOCAL,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DBT_SIZE_CATEGORY,CLAS,CL_XCO_DBT_SIZE_CATEGORY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DBT_SIZE_CATEGORY_F,CLAS,CL_XCO_DBT_SIZE_CATEGORY_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DBT_STORAGE_TYPE,CLAS,CL_XCO_DBT_STORAGE_TYPE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DDEF_ENT_TEXT,CLAS,CL_XCO_DDEF_ENT_TEXT,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DDEF_ENT_TEXT_ATTRIBUTE,CLAS,CL_XCO_DDEF_ENT_TEXT_ATTRIBUTE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DDEF_FLD_TEXT,CLAS,CL_XCO_DDEF_FLD_TEXT,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DDEF_FLD_TEXT_ATTRIBUTE,CLAS,CL_XCO_DDEF_FLD_TEXT_ATTRIBUTE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DDEF_OBJECT_READ_STATE,CLAS,CL_XCO_DDEF_OBJECT_READ_STATE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DDEF_OBJECT_STATE,CLAS,CL_XCO_DDEF_OBJECT_STATE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DDEF_OBJECT_STATE_F,CLAS,CL_XCO_DDEF_OBJECT_STATE_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DDEF_PRM_TEXT,CLAS,CL_XCO_DDEF_PRM_TEXT,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DDEF_PRM_TEXT_ATTRIBUTE,CLAS,CL_XCO_DDEF_PRM_TEXT_ATTRIBUTE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DDEF_TYPE,CLAS,CL_XCO_DDEF_TYPE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DDEF_TYPE_F,CLAS,CL_XCO_DDEF_TYPE_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DDL_EXPR_CAST_BP_DTYPE,CLAS,CL_XCO_DDL_EXPR_CAST_BP_DTYPE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DOMAIN_ORIGIN,CLAS,CL_XCO_DOMAIN_ORIGIN,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DOMAIN_OUTPUT_STYLE,CLAS,CL_XCO_DOMAIN_OUTPUT_STYLE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DOMAIN_OUTPUT_STYLE_F,CLAS,CL_XCO_DOMAIN_OUTPUT_STYLE_F,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DOMAIN_O_LOCAL,CLAS,CL_XCO_DOMAIN_O_LOCAL,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DOMAIN_TEXT,CLAS,CL_XCO_DOMAIN_TEXT,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DOMAIN_TEXT_ATTRIBUTE,CLAS,CL_XCO_DOMAIN_TEXT_ATTRIBUTE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DRTY_ORIGIN,CLAS,CL_XCO_DRTY_ORIGIN,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DRTY_O_LOCAL,CLAS,CL_XCO_DRTY_O_LOCAL,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DRTY_VERSION,CLAS,CL_XCO_DRTY_VERSION,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DTEL_ORIGIN,CLAS,CL_XCO_DTEL_ORIGIN,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DTEL_O_LOCAL,CLAS,CL_XCO_DTEL_O_LOCAL,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DTEL_TEXT,CLAS,CL_XCO_DTEL_TEXT,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_DTEL_TEXT_ATTRIBUTE,CLAS,CL_XCO_DTEL_TEXT_ATTRIBUTE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_EB_ORIGIN,CLAS,CL_XCO_EB_ORIGIN,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_EB_O_LOCAL,CLAS,CL_XCO_EB_O_LOCAL,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_EB_VERSION,CLAS,CL_XCO_EB_VERSION,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_FG_ORIGIN,CLAS,CL_XCO_FG_ORIGIN,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_FG_O_LOCAL,CLAS,CL_XCO_FG_O_LOCAL,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_FM_ORIGIN,CLAS,CL_XCO_FM_ORIGIN,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_FM_O_LOCAL,CLAS,CL_XCO_FM_O_LOCAL,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_FM_PARAMETER_KIND,CLAS,CL_XCO_FM_PARAMETER_KIND,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_FM_PROCESSING_TYPE,CLAS,CL_XCO_FM_PROCESSING_TYPE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_FM_RFC_INTF_CONTRACT,CLAS,CL_XCO_FM_RFC_INTF_CONTRACT,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_FM_RFC_SCOPE,CLAS,CL_XCO_FM_RFC_SCOPE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_FM_STATE,CLAS,CL_XCO_FM_STATE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_FM_UPDATE_TASK_KIND,CLAS,CL_XCO_FM_UPDATE_TASK_KIND,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_GEN_AO_BP_PRMTR_TYPE,CLAS,CL_XCO_GEN_AO_BP_PRMTR_TYPE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_GEN_AO_BP_TYPE_SOURCE,CLAS,CL_XCO_GEN_AO_BP_TYPE_SOURCE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_GEN_AO_TYPE_INCLUDE,CLAS,CL_XCO_GEN_AO_TYPE_INCLUDE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_GEN_CDS_BP_CARDINALITY,CLAS,CL_XCO_GEN_CDS_BP_CARDINALITY,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_GEN_CLAS_BP_AMDP_DB_ENT,CLAS,CL_XCO_GEN_CLAS_BP_AMDP_DB_ENT,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_GEN_DDLS_BP_DDL_EXPRESS,CLAS,CL_XCO_GEN_DDLS_BP_DDL_EXPRESS,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_GEN_DDLS_BP_FIELD_TYPE,CLAS,CL_XCO_GEN_DDLS_BP_FIELD_TYPE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_GEN_DDLS_BP_PARAM_DTYPE,CLAS,CL_XCO_GEN_DDLS_BP_PARAM_DTYPE,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_GEN_DDLS_BP_PRVD_CNTRCT,CLAS,CL_XCO_GEN_DDLS_BP_PRVD_CNTRCT,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
TIER1,CLAS,CL_XCO_GEN_DOMA_BP_FORMAT,CLAS,CL_XCO_GEN_DOMA_BP_FORMAT,SAP_BASIS,BC-SRV-APS-EXT-XCO,RELEASED,,
